id,log_id,risk,incident_category,title,text,source,notes,createdAt,updatedAt
2015,LOG-1763329684457-588,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329684457-588] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:48:00.015Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cron 작업으로 수행된 nightly_full_backup 작업이 정상적으로 완료되었으며, 외부 시스템으로의 데이터 전송이나 비정상 접근 시도가 확인되지 않았습니다. 백업 대상 경로(nas01:/backup/db_full)가 내부 스토리지로 보이며, 오류 발생 없이 작업 시간(761초) 내에 완료된 정상 로그입니다.
- 대응 권고: 정기적인 백업 작업의 정상 수행 여부를 모니터링하며, 백업 대상 경로의 접근 권한 및 암호화 상태를 주기적으로 점검해야 합니다. 외부 네트워크로의 비정상적인 백업 전송이 발생하지 않도록 네트워크 정책을 검증할 것.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:48:00.015Z cron[backup] INFO job=nightly_full_backup status=OK duration=761s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:49:00.134Z,2025-11-16T21:49:00.134Z
2016,LOG-1763329690910-463,Medium,exfiltration,[Medium] 시스템 배치/감사 / exfiltration,"[#LOG-1763329690910-463] 시스템 배치/감사 / exfiltration

- 발생 시각: 2025-11-16T21:48:06.009Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 데이터 유출/공격/오류 관련 키워드가 포함되어 있음.
- 대응 권고: 보안 담당자 검토 및 필요 시 규칙/정책 강화.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:48:06.009Z cron[backup] INFO job=nightly_full_backup status=OK duration=184s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:49:00.150Z,2025-11-16T21:49:00.150Z
2017,LOG-1763329696755-945,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329696755-945] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:48:12.009Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그 내용은 정기적인 야간 전체 백업(cron[backup] job=nightly_full_backup)이 정상적으로 완료되었음을 나타내는 정보성 메시지로, 시스템에 의해 주기적으로 수행되는 모니터링 활동에 해당합니다. 백업 대상(target)은 내부 NAS 경로(nas01:/backup/db_full)로 명시되어 있으며, 외부 전송 또는 민감정보 마스킹 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되어 있지 않습니다. 또한 오류(errors=0) 없이 정상적으로 수행되었습니다.
- 대응 권고: 백업 로그의 주기적 모니터링을 유지하고, 백업 파일에 대한 접근 제어 및 암호화 여부를 점검하세요. 추가로 백업 대상 경로(nas01:/backup/db_full)의 접근 권한을 정기적으로 검토하여 외부 유출을 방지해야 합니다.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:48:12.009Z cron[backup] INFO job=nightly_full_backup status=OK duration=129s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:49:00.166Z,2025-11-16T21:49:00.166Z
2018,LOG-1763329708512-14,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329708512-14] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:48:24.008Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정규 백업 작업(nightly_full_backup)이 정상적으로 완료되었고, 외부 전송이나 민감정보 처리 흔적이 확인되지 않음. 대상 경로(nas01:/backup/db_full)는 내부 시스템 경로로 추정되며, 마스킹 처리된 민감정보 토큰([EMAIL], [PHONE] 등)이 로그에 포함되지 않았음.
- 대응 권고: 1) 백업 대상 경로의 접근 제어 목록(ACL) 주기적 점검
2) 백업 로그에 민감정보 포함 여부 모니터링 강화
3) 백업 파일의 암호화 여부 및 저장소 보안 설정 확인

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:48:24.008Z cron[backup] INFO job=nightly_full_backup status=OK duration=197s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:49:00.183Z,2025-11-16T21:49:00.183Z
2019,LOG-1763329714992-657,Medium,exfiltration,[Medium] CRM 시스템 / exfiltration,"[#LOG-1763329714992-657] CRM 시스템 / exfiltration

- 발생 시각: 2025-11-16T21:48:30.012Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: user=analyst01이 CRM 시스템에서 customer 객체의 대량 데이터(rows=4526, fields=name, [PHONE], [EMAIL])를 xlsx 형식으로 추출하는 작업이 수행되었습니다. 필터 조건(recent_signup&vip)이 적용되었으나, 다량의 개인정보(이름, 전화번호, 이메일)가 포함된 데이터 추출 행위는 내부 정책에 따른 승인 여부 및 사용 목적 검토가 필요합니다. 외부 전송 여부는 로그에 명시되지 않았으나, 잠재적 exfiltration 가능성을 배제할 수 없습니다.
- 대응 권고: 1) 해당 export 작업의 사전 승인 내역 확인 2) analyst01 계정의 최근 활동 로그 및 권한 검토 3) 추출된 xlsx 파일의 저장 위치/접근 제어 상태 점검 4) 대량 데이터 추출에 대한 추가 승인 프로세스 도입 검토 5) CRM 시스템에 필드 레벨 암호화 또는 동적 마스킹 적용 여부 확인

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:48:30.012Z CRM[export] INFO user=analyst01 op=export object=customer rows=4526 fields=""name,phone,email"" filter=""recent_signup&vip"" format=xlsx",CRM 시스템,,2025-11-16T21:49:00.199Z,2025-11-16T21:49:00.199Z
2020,LOG-1763329720749-980,High,misconfiguration,[High] 오브젝트 스토리지 / misconfiguration,"[#LOG-1763329720749-980] 오브젝트 스토리지 / misconfiguration

- 발생 시각: 2025-11-16T21:48:36.009Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 사용자가 internal-docs 버킷 내 project_plan_v2.pdf 객체에 만료 기한 없이 public-read ACL로 퍼블릭 링크를 생성함. 내부 문서가 무제한으로 외부 공개되어 개인정보 유출 가능성이 높음. S3 버킷의 퍼블릭 액세스는 설정 오류로 간주되며, 특히 internal-docs와 같은 네이밍은 민감한 문서를 포함할 가능성이 있어 위험도가 높음.
- 대응 권고: 1. 즉시 퍼블릭 링크 삭제 및 ACL을 private로 변경. 2. 버킷 정책 검토 및 퍼블릭 액세스 차단 정책 적용. 3. cloud_user 계정의 권한 및 최근 활동 로그 감사. 4. 'internal-' 접두사로 시작하는 버킷에 대한 퍼블릭 액세스 방지 자동화 룰 추가. 5. 전체 S3 버킷 대상 정기적인 퍼블릭 액세스 스캔 수행.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:48:36.009Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T21:49:00.214Z,2025-11-16T21:49:00.214Z
2021,LOG-1763329738561-119,High,credential_abuse,[High] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763329738561-119] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T21:48:54.010Z
- 최종 위험도: High
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: CEO 계정이 다중 위치(US,KR,DE)에서 3회 MFA 우회 시도가 발생했으며, 최종적으로 차단되었으나 최고 권한 계정의 비정상적인 접근 시도가 탐지되었기 때문입니다. 지리적 불일치와 MFA 우회 의심 행위는 계정 악용(credential_abuse) 가능성이 높습니다.
- 대응 권고: 1. 해당 계정의 모든 세션 즉시 종료 및 비밀번호/인증수단 재설정 2. MFA 구성 유효성 검토 및 우회 가능성 점검 3. CEO 계정 활동 로그 3개월 분량 백트래킹 분석 4. 사용자 계정의 접근 제어 정책 재검토(특히 다중 지역 접근 제한)

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:48:54.010Z LOGIN_GW[auth] ALERT mfa_bypass_suspected user=ceo src_ip=[IP] geo=""US,KR,DE"" attempts=3 result=blocked",로그인 게이트웨이,,2025-11-16T21:49:00.229Z,2025-11-16T21:49:00.229Z
2022,LOG-1763329750598-220,High,exfiltration,[High] 오브젝트 스토리지 / exfiltration,"[#LOG-1763329750598-220] 오브젝트 스토리지 / exfiltration

- 발생 시각: 2025-11-16T21:49:06.010Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 사용자가 internal-docs 버킷 내 project_plan_v2.pdf 객체에 만료 기한 없이 public-read ACL로 퍼블릭 링크를 생성함. 내부 문서(public-read 공유)로 인해 의도치 않은 개인정보 유출(exfiltration) 가능성이 있으며, 이는 설정 오류(misconfiguration) 및 데이터 유출 위험을 동시에 유발함
- 대응 권고: 1. 즉시 해당 객체의 ACL을 'private'로 변경하고 생성된 퍼블릭 링크 무효화 2. cloud_user 계정의 최근 활동 로그 추가 분석(의도적 유출 여부 확인) 3. S3 버킷 기본 정책을 'Block all public access'로 강제 적용 검토 4. 내부 문서 접근 권한 재검토 및 필요 시 암호화 적용

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:49:06.010Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T21:50:00.090Z,2025-11-16T21:50:00.090Z
2023,LOG-1763329768463-704,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329768463-704] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:49:24.011Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cron을 통한 nightly_full_backup 작업이 정상적으로 완료되었으며, 외부 전송이나 민감정보 관련 토큰([EMAIL], [PHONE], [CARD], [RRN])이 포함되지 않은 내부 시스템 로그입니다. 백업 대상 경로(nas01:/backup/db_full)가 내부 스토리지로 확인되고, 오류 없이 완료된 정상 작업으로 판단됩니다.
- 대응 권고: 정기적인 백업 프로세스의 무결성을 확인하기 위한 로그 모니터링 지속. 백업 대상 경로의 접근 제어 및 스토리지 암호화 상태 점검이 필요합니다. 백업 파일의 외부 유출 방지를 위해 네트워크 전송 로그와 함께 연계 분석을 수행하세요.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:49:24.011Z cron[backup] INFO job=nightly_full_backup status=OK duration=414s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:50:00.105Z,2025-11-16T21:50:00.105Z
2024,LOG-1763329774536-460,Medium,credential_abuse,[Medium] 웹 애플리케이션 / credential_abuse,"[#LOG-1763329774536-460] 웹 애플리케이션 / credential_abuse

- 발생 시각: 2025-11-16T21:49:30.009Z
- 최종 위험도: Medium
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: SQL 인젝션 공격 시도가 탐지되었으며, 사용자 입력이 악의적인 코드로 확인됨. '1'='1'은 일반적인 SQL 인젝션 패턴으로, 계정 탈취 또는 데이터베이스 정보 유출 가능성이 존재함. 다만 공격 시도가 차단되어 즉각적인 위험은 없으나, 지속적인 공격 시도 가능성은 모니터링 필요
- 대응 권고: 1) WAF 차단 로그 추가 분석 및 동일 IP 패턴 지속 모니터링 2) 로그인 파라미터에 대한 입력값 검증 강화(특수문자 필터링) 3) guest 계정 권한 재검토(비정상 접근 시 즉시 잠금) 4) 개발팀과 협업하여 SQL 인젝션 취약점을 사전에 방지하는 웹 애플리케이션 보안 강화

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:49:30.009Z WEB_APP[waf] WARN sqli_detected user=guest src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked",웹 애플리케이션,,2025-11-16T21:50:00.121Z,2025-11-16T21:50:00.121Z
2025,LOG-1763329822378-732,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329822378-732] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:50:18.009Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 백업 작업(cron[backup])이 정상적으로 완료되었으며, 오류(error)가 없고 내부 NAS(target=nas01:/backup/db_full)로의 전송만 확인됩니다. 외부 전송이나 민감정보 마스킹 토큰([EMAIL], [PHONE] 등)이 포함되지 않은 단순 모니터링 로그입니다.
- 대응 권고: 1. 백업 대상 경로(nas01:/backup/db_full)의 접근 권한 및 암호화 여부 확인 2. 백업 작업 로그 주기적 검토를 통해 비정상 패턴(예: 대량 데이터 전송) 발생 시 추가 분석 필요

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:50:18.009Z cron[backup] INFO job=nightly_full_backup status=OK duration=117s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:51:00.135Z,2025-11-16T21:51:00.135Z
2026,LOG-1763329840574-377,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329840574-377] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:50:36.009Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그는 정기적인 야간 전체 백업(cron job)이 정상적으로 완료되었음을 나타내며, 민감정보 전송 또는 접근 시도가 확인되지 않음. 백업 대상 경로(nas01:/backup/db_full)는 내부 저장소로 보이며, 마스킹된 토큰([EMAIL], [PHONE] 등)이 로그에 포함되지 않음. 시스템 운영 모니터링을 위한 정상적인 활동으로 판단됨.
- 대응 권고: 1. 백업 대상 경로의 접근 제어 목록을 검토하여 불필요한 사용자 접근 권한이 없는지 확인. 2. 백업 데이터 암호화 여부 및 보관 주기 재검토. 3. cron job 실행 로그에 민감정보가 기록되지 않도록 로그 포맷 검증.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:50:36.009Z cron[backup] INFO job=nightly_full_backup status=OK duration=898s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:51:00.161Z,2025-11-16T21:51:00.161Z
2027,LOG-1763329852593-201,High,exfiltration,[High] CRM 시스템 / exfiltration,"[#LOG-1763329852593-201] CRM 시스템 / exfiltration

- 발생 시각: 2025-11-16T21:50:48.009Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: crm_admin 계정이 고객 정보(이름, [PHONE], [EMAIL])를 필터링 없이 3,118건 대량 추출하여 xlsx 형식으로 내보냄. VIP 고객 정보 포함 가능성이 있으며, 내부 정책 위반 또는 외부 유출 위험이 있음. 로그에서 전송 목적이나 대상에 대한 정보가 없어 악성 행위 가능성 배제할 수 없음
- 대응 권고: 1) CRM 시스템 접근 로그 및 내보내기 파일 추적 확인 2) crm_admin 계정 활동 감사 및 세션 모니터링 3) 대량 데이터 추출에 대한 승인 프로세스 확인 4) 고객 데이터 외부 전송 절차 준수 여부 검토 5) 필요 시 해당 파일에 대한 디지털 포렌식 수행

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:50:48.009Z CRM[export] INFO user=crm_admin op=export object=customer rows=3118 fields=""name,phone,email"" filter=""recent_signup&vip"" format=xlsx",CRM 시스템,,2025-11-16T21:51:00.181Z,2025-11-16T21:51:00.181Z
2028,LOG-1763329864485-126,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329864485-126] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:51:00.013Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: NAS 스토리지로 데이터베이스에 대한 정기적인 전체 백업이 성공적으로 수행된 정상 운영 로그이며, 외부 전송이나 민감정보 노출 흔적이 없습니다. 마스킹된 민감정보 토큰([EMAIL], [PHONE], [CARD], [RRN])도 로그에 포함되어 있지 않습니다.
- 대응 권고: 백업 프로세스의 무결성 및 저장 위치(NAS)의 접근 제어 현황을 주기적으로 점검하십시오. 특히 백업 데이터에 대한 암호화 적용 여부와 접근 로그 모니터링을 강화할 것을 권장합니다.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:51:00.013Z cron[backup] INFO job=nightly_full_backup status=OK duration=117s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:52:00.186Z,2025-11-16T21:52:00.186Z
2029,LOG-1763329883098-862,Medium,credential_abuse,[Medium] 로그인 게이트웨이 / credential_abuse,"[#LOG-1763329883098-862] 로그인 게이트웨이 / credential_abuse

- 발생 시각: 2025-11-16T21:51:18.036Z
- 최종 위험도: Medium
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: admin01 사용자에 대해 7회의 연속된 로그인 실패가 감지되었으며, 이는 계정 악용(credential_abuse) 시도를 의심할 수 있는 정황입니다. 다만 계정 잠금(lockout)이 활성화되지 않아 추가 공격 가능성이 존재합니다. src_ip=[IP]에서 발생한 접근 시도는 외부 공격 또는 내부 사용자의 실수 가능성도 고려해야 합니다. 현재까지는 실제 인증 정보 유출이나 시스템 침입 증거는 확인되지 않았으나, 지속적인 모니터링과 임시 조치가 필요합니다.
- 대응 권고: 1. src_ip=[IP]에 대한 접근 차단 및 추가 시도 모니터링, 2. admin01 계정에 임시 패스워드 재설정 또는 MFA 적용, 3. 계정 잠금 정책(lockout) 활성화 여부 검토 및 필요 시 설정 변경, 4. 동일 IP에서의 다른 계정 대상 공격 시도 여부 확인, 5. 사용자에게 로그인 실패 알림 전송 및 의도적 접근 여부 확인

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:51:18.036Z LOGIN_GW[auth] WARN too_many_failed_login user=admin01 fail_count=7 src_ip=[IP] lockout=false",로그인 게이트웨이,,2025-11-16T21:52:00.224Z,2025-11-16T21:52:00.224Z
2030,LOG-1763329906868-45,High,exfiltration,[High] 오브젝트 스토리지 / exfiltration,"[#LOG-1763329906868-45] 오브젝트 스토리지 / exfiltration

- 발생 시각: 2025-11-16T21:51:42.037Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 계정이 'internal-docs' 버킷 내 'project_plan_v2.pdf' 객체에 만료 기한 없이 퍼블릭 링크(public-read ACL)를 생성했습니다. 이는 내부 문서에 대한 무제한 외부 접근을 허용하는 행위로, 데이터 유출(exfiltration) 위험이 매우 높습니다. 특히 'internal-docs' 버킷은 일반적으로 내부 자료만 저장해야 하는 시스템이므로 중대한 설정 오류(misconfiguration)로 판단됩니다.
- 대응 권고: 1) 즉시 S3 버킷 ACL 및 정책 검토를 통해 퍼블릭 접근 권한 해제 2) cloud_user 계정의 활동 이력 추가 분석(특히 최근 7일 간 생성/수정한 리소스 확인) 3) 내부 문서 저장소에 대한 접근 제어 정책 강화(비승인 퍼블릭 링크 생성 차단) 4) 해당 사용자에게 보안 교육 실시 및 필요 시 계정 권한 조정

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:51:42.037Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T21:52:00.244Z,2025-11-16T21:52:00.244Z
2031,LOG-1763329918440-435,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329918440-435] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:51:54.038Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정상적인 nightly_full_backup 작업이 성공적으로 완료되었으며, 외부 전송이나 민감정보 관련 토큰([EMAIL], [PHONE] 등)이 포함되지 않은 시스템 내부 백업 로그는 단순 모니터링 범주에 해당합니다. 백업 대상 경로가 내부 저장소(nas01:/backup/db_full)로 한정되어 있어 개인정보 유출이나 설정 오류 가능성이 낮습니다.
- 대응 권고: 백업 작업의 주기적 무결성 검증을 수행하고, 백업 파일 접근 권한을 주기적으로 점검하세요. 외부 네트워크로의 백업 전송이 발생하지 않도록 NACL/방화벽 정책을 재확인할 것

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:51:54.038Z cron[backup] INFO job=nightly_full_backup status=OK duration=648s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:52:00.264Z,2025-11-16T21:52:00.264Z
2032,LOG-1763329936236-803,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329936236-803] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:52:12.038Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정기적인 야간 전체 백업 작업이 성공적으로 완료되었으며, 외부 전송이나 민감정보 처리 관련 의심 행위가 확인되지 않음. 백업 대상 경로는 내부 NAS(nas01:/backup/db_full)로 한정됨.
- 대응 권고: 백업 작업의 주기적 모니터링을 유지하고, 백업 대상 경로의 접근 제어 및 암호화 여부를 점검. 외부 네트워크로의 전송이 발생하지 않도록 백업 시스템 로깅을 강화할 것.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:52:12.038Z cron[backup] INFO job=nightly_full_backup status=OK duration=163s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:53:00.163Z,2025-11-16T21:53:00.163Z
2033,LOG-1763329943161-845,High,credential_abuse,[High] 웹 애플리케이션 / credential_abuse,"[#LOG-1763329943161-845] 웹 애플리케이션 / credential_abuse

- 발생 시각: 2025-11-16T21:52:18.043Z
- 최종 위험도: High
- PII 요약: 민감 PII는 없고, IP 주소 1건만 탐지됨 (정규식 기준).
- 위험도 판단 근거: SQL 인젝션 공격이 탐지되어 WAF에 의해 차단되었습니다. 공격자가 'id=' OR '1'='1'과 같은 악성 파라미터를 사용하여 로그인 페이지에서 데이터베이스 쿼리를 조작하려는 시도가 확인되었습니다. 이는 계정 정보를 탈취하거나 시스템 권한을 우회하기 위한 credential_abuse 공격 유형으로 분류될 수 있습니다. src_ip=[IP]에서 발생한 공격 시도는 외부 침투 가능성이 있으며, 즉시 IP 차단 및 추가 조사가 필요합니다.
- 대응 권고: 1. 차단된 src_ip=[IP]에 대한 24시간 이상 접근 차단 조치 실시 2. WAF 로그 및 웹 서버 접근 로그에서 동일 IP의 추가 공격 시도 확인 3. 로그인 페이지 입력값 검증 로직 강화(White-list 기반 필터링) 4. 데이터베이스 계정 권한 최소화 검토 5. 개발팀에 SQL 인젝션 취약점 패치 요청

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:52:18.043Z WEB_APP[waf] WARN sqli_detected user=tester src_ip=[IP] uri=""/login"" param=""id=' OR '1'='1"" action=blocked",웹 애플리케이션,,2025-11-16T21:53:00.183Z,2025-11-16T21:53:00.183Z
2034,LOG-1763329966406-551,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763329966406-551] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:52:42.039Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정상 백업 작업이 외부로 전송 없이 내부 NAS(nas01:/backup/db_full)에 성공적으로 완료되었으며, 오류 없음(0 errors). 로그에 민감정보 마스킹 토큰([EMAIL] 등)이 없고, 단순한 시스템 모니터링/백업 작업으로 판단됨.
- 대응 권고: 1) 주기적 백업 성공 여부 지속 모니터링
2) 백업 대상 경로(nas01:/backup/db_full)의 접근 제어 및 암호화 여부 검증
3) 백업 로그에 민감정보가 기록되지 않도록 감사 정책 강화

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:52:42.039Z cron[backup] INFO job=nightly_full_backup status=OK duration=423s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T21:53:00.203Z,2025-11-16T21:53:00.203Z
2035,LOG-1763330023352-272,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763330023352-272] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:53:36.038Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 정규 백업 작업이 성공적으로 완료된 로그로, 외부 전송이나 비정상적인 데이터 접근 시도가 확인되지 않음. 시스템 정상 운영을 위한 모니터링 범주에 해당하며, 마스킹 처리된 민감정보도 존재하지 않음
- 대응 권고: 백업 작업의 정기적 완료 여부 지속적 모니터링 필요. 백업 대상 경로(nas01:/backup/db_full)의 접근 제어 목록 검토 및 암호화 상태 확인 권장

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:53:36.038Z cron[backup] INFO job=nightly_full_backup status=OK duration=419s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T22:02:00.115Z,2025-11-16T22:02:00.115Z
2036,LOG-1763330044514-368,Medium,monitoring,[Medium] 시스템 배치/감사 / monitoring,"[#LOG-1763330044514-368] 시스템 배치/감사 / monitoring

- 발생 시각: 2025-11-16T21:54:00.055Z
- 최종 위험도: Medium
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: 로그 내용은 nightly_full_backup 작업이 정상적으로 완료되었음을 나타내며, 오류가 없고 NAS 저장소로 백업을 수행하는 정상적인 시스템 운영 활동입니다. 외부 전송이나 비정상적인 액세스 패턴이 확인되지 않으며, 마스킹된 민감정보 토큰도 포함되지 않았습니다.
- 대응 권고: 정기적인 백업 작업의 무결성을 확인하고, 백업 대상 경로(nas01:/backup/db_full)의 접근 제어 목록을 검토하여 불필요한 외부 접근을 차단하세요. 작업 로그에 대한 지속적인 모니터링을 유지하면서 비정상적인 패턴(예: 예상치 못한 시간대의 백업 실행) 발생 시 추가 조사를 수행합니다.

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:54:00.055Z cron[backup] INFO job=nightly_full_backup status=OK duration=350s errors=0 target=""nas01:/backup/db_full""",시스템 배치/감사,,2025-11-16T22:02:00.131Z,2025-11-16T22:02:00.131Z
2037,LOG-1763330050538-450,High,misconfiguration,[High] 오브젝트 스토리지 / misconfiguration,"[#LOG-1763330050538-450] 오브젝트 스토리지 / misconfiguration

- 발생 시각: 2025-11-16T21:54:06.040Z
- 최종 위험도: High
- PII 요약: 정규식 기준 민감 PII 패턴 미탐지
- 위험도 판단 근거: cloud_user 사용자가 internal-docs 버킷 내 project_plan_v2.pdf 파일에 대해 만료 기한 없이(public-read ACL) 공개 링크를 생성하여 민감한 내부 문서가 무제한적으로 노출될 수 있는 환경 설정 오류를 발생시켰습니다. 데이터 유출(exfiltration)로 이어질 수 있는 명백한 misconfiguration 사례입니다.
- 대응 권고: 1. 즉시 생성된 공개 링크 회수 및 ACL 권한 public-read에서 private로 변경 2. 해당 사용자(cloud_user)의 IAM 권한 및 최근 활동 로그 감사 3. S3 버킷에 대한 정기적 퍼블릭 액세스 차단 정책 검토 4. 조직 전체 스토리지 서비스 보안 설정 기준 강화 교육 실시

--- 로그 본문 (마스킹됨) ---
2025-11-16T21:54:06.040Z S3GW[audit] WARN user=cloud_user created_public_link bucket=""internal-docs"" object=""project_plan_v2.pdf"" expiry=none acl=""public-read""",오브젝트 스토리지,,2025-11-16T22:02:00.147Z,2025-11-16T22:02:00.147Z
